ModelGeneID,90m-HUVEC.control-Candida.SC5314.rep1,90m-HUVEC.control-Candida.SC5314.rep2,90m-HUVEC.infected-Candida.SC5314.rep1,90m-HUVEC.infected-Candida.SC5314.rep2,5h-HUVEC.control-Candida.SC5314.rep1,5h-HUVEC.control-Candida.SC5314.rep2,5h-HUVEC.infected-Candida.SC5314.rep1,5h-HUVEC.infected-Candida.SC5314.rep2,8h-HUVEC.control-Candida.SC5314.rep1,8h-HUVEC.control-Candida.SC5314.rep2,8h-HUVEC.infected-Candida.SC5314.rep1,8h-HUVEC.infected-Candida.SC5314.rep2
CAALFM_CR00850CA,11.5190895,10.4556163,10.4560191,9.2100463,9.9687597,17.1364546,11.7098123,17.8061959,14.8552893,16.285179,11.1255837,16.6744555
CAALFM_CR01060WA,125.1832543,153.0417521,77.585443,132.0524352,54.7066661,62.7531149,32.0596245,58.0702627,59.1453197,45.9167243,30.6032848,49.754728
CAALFM_CR01140CA,155.6102879,113.8815745,109.7578537,104.7682117,51.5861364,70.7345111,34.9995935,72.2786544,45.8410215,65.2469991,31.6196386,52.7378406
CAALFM_CR01220WA,1.2757976,0.0545558,0.2816171,0.1451254,0.4245798,0.0911616,0.3785214,0.0856055,0.3669058,0.7609672,0.2735831,0.5358635
CAALFM_CR01320CA,18.4999803,20.0805852,12.0429487,16.3997839,19.8129886,23.2584904,16.5905256,20.9745595,26.9070664,19.8780759,18.1338629,17.4125571
CAALFM_CR01330WA,14.6625775,6.7877755,11.1042901,7.1953922,4.947271,12.5477359,5.9487018,10.3859522,75.5901863,15.4161356,29.5721624,27.9938168
CAALFM_CR01340WA,0.9268588,0.4520053,0.7574616,0.1753489,1.3709152,0.6408537,0.5933207,0.398491,0.5622552,2.2894163,0.4822269,1.0254525
CAALFM_CR01480WA,9.9276522,16.2782767,9.3179868,17.4901825,13.7669173,22.8914168,10.5495346,26.7558221,25.0143223,35.1308553,14.6245013,38.2197977
CAALFM_CR01490CA,389.6421584,544.4214105,433.8814637,595.8384542,225.8349848,350.8299791,246.1490145,463.3005361,185.4407488,265.5558021,242.4285419,226.1617405
CAALFM_CR01590CA,79.1468271,94.3073014,67.5102875,88.222264,44.0176398,83.2268255,39.9330794,71.2210172,33.9113482,41.2146121,37.1611003,32.3820803
CAALFM_CR01620CA,1045.0904199,341.9174332,683.4059203,289.0241151,499.484999,370.9250578,410.7868711,297.9053999,191.0166577,357.8806361,281.575316,205.2269249
CAALFM_CR01650WA,111.7020095,104.1459579,64.8215253,132.1841001,81.374141,94.825146,46.6093484,93.8490638,78.3885091,62.3955805,43.0366891,64.4679752
CAALFM_CR01690CA,223.07987,226.0938516,217.5403137,227.720417,107.7223472,209.2408019,119.2610683,178.5288244,120.3071217,116.9749159,139.0324556,103.5568207
CAALFM_CR01760CA,274.1972705,281.3050024,227.9478329,272.7519025,156.419961,248.1827534,130.2021354,217.5389949,138.3094335,157.6529867,134.034151,131.563158
CAALFM_CR01900CA,3.3855486,2.5715736,5.8273605,2.519296,7.2113598,3.2133349,10.2355462,4.5455374,11.5116463,9.9219368,12.9447105,7.3694791
CAALFM_CR01980CA,47.0974779,54.7364571,42.5973946,41.8768364,192.5301458,60.9066535,167.1732309,58.8519957,194.7842561,97.9094148,170.2649247,136.7058592
CAALFM_CR02070CA,990.1373349,170.9954033,1142.9635785,165.4874575,1843.3288303,776.6733756,2155.8051906,984.5705563,2079.3977148,1260.4319703,1997.0894995,1529.3942918
CAALFM_CR02150WA,50.5274629,53.4740518,37.3180267,43.0680779,37.667855,59.0149495,28.8262916,50.7251863,34.9599871,50.0833987,25.2265826,28.0752354
CAALFM_CR02170WA,77.6979122,39.4913063,50.6760959,39.8955635,114.2106229,44.1335617,108.4080264,43.2587911,81.7479209,71.4672684,112.6251848,54.9282152
CAALFM_CR02180WA,4.6152348,3.2032554,4.1830954,3.5025077,2.1697597,5.8206949,0.9580383,3.7133889,2.5994764,2.7135776,1.3256665,2.0843344
CAALFM_CR02360WA,112.2694545,29.1011871,50.0195035,22.5533275,344.2918725,4.5401933,240.0613756,7.483155,238.8624819,47.8802684,254.4087367,175.7572516
CAALFM_CR02370WA,167.5319847,282.152973,79.5442465,225.9940859,69.7898156,74.5952887,36.2452527,62.2133249,210.6423025,70.1855512,90.8538373,105.4939469
CAALFM_CR02400WA,1.7503707,0.9885133,1.2316879,0.8462992,1.5507537,1.8123043,0.5145508,1.197115,0.9197721,1.4352803,0.6422659,1.2263925
CAALFM_CR02540WA,19.2468768,36.4106469,12.2500624,32.6128626,33.8955081,33.2179525,20.042045,20.4381996,39.7817924,38.0063099,24.5821199,33.2274846
CAALFM_CR02580WA,15.7700546,22.768368,9.4466505,23.5776736,16.2043316,30.4571163,7.9991291,23.5072533,41.5981895,19.5606162,13.6935815,26.3655909
CAALFM_CR02780WA,6.3264356,4.7063107,3.1775097,3.8627322,2.9754852,3.3914519,2.0932687,1.6077049,1.4737948,3.0381437,2.3291136,2.3927752
CAALFM_CR02820WA,162.606445,138.0588594,90.2502415,123.8465381,253.4190338,200.5423431,137.9847942,212.7191327,194.3164348,206.025542,85.2013545,184.4418082
CAALFM_CR02920CA,1.9005019,0.5329702,1.7583711,0.9510868,8.3892152,1.0427912,7.6256231,1.4265566,16.5354541,4.9827009,15.0441928,9.159757
CAALFM_CR02940CA,4.6124065,4.4908985,2.7588418,3.9906311,1.145627,1.673431,0.8313372,1.7086109,1.950242,0.9954958,0.8817487,0.5582749
CAALFM_CR02990CA,59.9686697,50.7227337,68.7024186,46.6148184,130.8100908,124.6318049,153.9375424,114.7571605,127.6638051,145.611718,184.9719221,131.0787342
CAALFM_CR03040CA,15.7981492,17.3840935,13.1470132,11.5084986,38.6979153,43.6805983,25.3178794,43.461585,33.5418398,60.1955887,22.1483463,45.8196666
CAALFM_CR03110WA,14.2352042,20.1240623,14.5715882,23.5864851,11.60085,27.3376727,12.1147016,28.7156419,18.8961545,30.9019228,16.2887361,29.13633
CAALFM_CR03270WA,15.4468651,7.6253574,9.2843227,8.2067427,7.3801526,12.6491518,4.6615003,11.5732064,9.3685387,8.5421745,3.3459283,6.223859
CAALFM_CR03400WA,16.0054867,25.6560083,18.0700607,25.843595,11.4667838,32.6421689,13.2511468,30.7188624,18.3131847,32.9904704,15.8613469,30.4249442
CAALFM_CR03450WA,21.354824,7.8779108,26.7115961,6.2945447,100.5041474,40.7605824,65.180877,77.676811,33.0948719,338.7594679,45.8091674,81.4292342
CAALFM_CR03720WA,922.2672621,856.2080793,1036.5502348,684.2889268,881.6145246,1177.5498146,853.6872221,1153.7723679,386.1904505,932.4961278,469.0354964,718.9549834
CAALFM_CR03740CA,65.1499376,51.9775593,42.0002524,54.5221242,48.6941578,45.5237775,32.4265771,45.6002908,63.810593,40.9049587,38.892,38.5728963
CAALFM_CR04080CA,223.6313075,285.6688473,185.3316852,252.6917771,114.3541582,210.8878791,103.1310619,194.9652857,94.8139015,153.820912,106.5936269,106.8622745
CAALFM_CR04090CA,325.4383506,158.3356442,236.6552175,188.1873382,469.1472968,275.3879838,466.9128827,287.5219228,236.7744981,341.4805999,313.5168105,262.01326
CAALFM_CR04230WA,68.4013775,84.5668459,68.1909194,71.5361819,83.1894634,78.1065767,70.3175722,76.3163305,67.8161914,84.3143741,57.2818899,61.1162905
CAALFM_CR04510WA,1101.278334,446.7307191,1324.4899608,344.9102024,745.2891247,2223.2861669,501.2142019,3665.6036805,236.0999946,1384.4135348,222.7483301,364.3528349
CAALFM_CR04530WA,154.4015887,173.7530068,129.0840005,156.5984527,449.2850155,297.4093707,319.8275715,288.213916,129.1989254,251.0773576,165.4070673,265.1403758
CAALFM_CR04590CA,129.010621,56.1505652,117.3332131,55.9939245,282.0958334,128.1141647,247.0853568,150.4811824,241.5647894,151.7666721,264.2949576,163.3778234
CAALFM_CR04610CA,1.1184256,0.7094853,0.5705857,0.878129,0.6265601,0.5298985,1.0532552,0.5664051,0.7079699,0.1237025,1.0900378,0.4255564
CAALFM_CR04620CA,0.0511334,0.0326945,0.1669344,0,0,0.0173828,0.2360384,0,0.056311,0.0199516,0.1265823,0.0500554
CAALFM_CR04660CA,268.7448462,358.9070052,207.9538981,240.7522294,211.9555513,312.8712649,140.4926771,237.9819439,151.2691097,199.1356936,108.0488622,139.2879502
CAALFM_CR04740CA,88.0684751,36.5456517,38.24293,43.2882416,66.2016299,76.5984472,44.1103205,46.9152826,23.5278003,66.4600527,26.1956805,24.6340887
CAALFM_CR05020WA,3.9995868,3.1450683,1.6055555,2.6300194,5.4806573,4.6376488,2.3900945,4.0877684,4.9912972,7.5189211,2.4966368,5.0505176
CAALFM_CR05050WA,575.3631097,467.9660662,388.068575,434.6103624,931.4962301,751.4622235,838.9213209,535.0755457,1533.1899488,838.6297734,1399.1893312,786.472069
CAALFM_CR05090CA,0.0983534,0.0943301,0.1679562,0.0683087,4.4099415,0.8158217,4.6144138,1.4596524,6.8597814,7.0842461,5.5447777,4.6546985
CAALFM_CR05140WA,26.4577397,32.3530108,12.17776,34.1590909,22.855779,36.331985,13.0818591,29.1656825,24.9546735,24.2291962,15.1930833,20.154739
CAALFM_CR05170CA,1.9388192,1.063736,0.7909382,1.1844311,213.9720479,13.5044186,132.883304,28.360404,179.5100687,956.5121366,160.6714912,889.2898182
CAALFM_CR05180CA,127.0568832,71.739583,114.7504503,67.5465146,292.7376887,8.1517936,245.9233692,10.8821552,178.8158418,58.5444558,171.5332888,116.5549312
CAALFM_CR05220CA,23.1943994,33.7731653,18.4697737,29.95869,43.6817172,25.1831977,42.7149209,25.3287642,76.2382773,38.5347323,56.049595,51.8416655
CAALFM_CR05260CA,23.187669,25.265886,16.7948347,30.1041092,26.9342327,24.652355,19.5693421,34.865202,64.5783894,24.0772397,41.1896481,41.1112711
CAALFM_CR05440WA,71.9227239,54.1990294,53.7635352,50.0968236,116.4798618,92.4264717,74.7598477,109.1850867,95.8693749,97.2283968,58.1080202,89.7682734
CAALFM_CR05480WA,49.1771457,65.2366345,28.1104961,55.2047449,228.4751756,44.0975455,159.3283363,55.4788355,165.3361867,152.3541279,114.2515849,243.3851663
CAALFM_CR05570CA,6.3725888,8.6409698,6.0363157,12.3519684,10.873826,9.4986846,13.491817,13.1616568,44.3471439,21.1319536,35.4454363,25.8164379
CAALFM_CR05720WA,51.8038457,44.7466128,42.2649915,39.0504903,167.2606836,136.6069236,98.8240909,129.6221327,202.4674533,197.6797454,128.2138274,162.0327329
CAALFM_CR05790CA,75.4107557,43.6110335,64.9230235,38.278994,19.593564,7.997899,22.3750578,7.0237079,9.6991277,5.1856209,15.7450166,5.1420172
CAALFM_CR06070WA,112.4959372,191.3259944,105.9734393,176.5448094,135.3183825,260.190583,117.5169244,217.617923,81.1156866,281.7571872,91.6470513,157.96525
CAALFM_CR06150CA,203.679861,47.4652106,88.7614386,64.5078419,446.4412383,155.8064383,283.4876963,117.3656603,218.397705,259.7039634,196.9922776,173.9027809
CAALFM_CR06340CA,685.3118027,484.0915682,611.1359539,358.2318844,481.1823682,1086.0402944,376.7593675,958.2694133,182.0208145,623.4090649,172.4445076,373.5054374
CAALFM_CR06660WA,8.5334585,6.4337792,4.8380688,4.5010303,7.0722676,3.5531616,5.3422231,3.5347093,7.005964,5.0139589,5.567325,5.2483198
CAALFM_CR06670WA,46.8228755,54.9173653,30.8636001,57.7772627,21.3908793,6.989029,14.6139687,10.6251693,33.7043146,3.813097,15.1874991,11.5656458
CAALFM_CR06700CA,126.9739779,100.8377211,112.929911,81.5369851,87.0399783,151.104624,66.3852063,145.1990722,49.4348575,116.3847102,45.2498386,71.781535
CAALFM_CR06760CA,492.9474552,646.3388733,646.2358803,564.2092309,489.301649,383.0032122,522.8647475,357.3163278,234.6613273,405.5558767,319.3846327,402.6642319
CAALFM_CR06790CA,8.7630787,8.8424291,4.9868159,8.1708264,13.3937457,8.7790897,7.8918937,7.7943025,10.8712873,14.2940044,6.5382489,10.0589655
CAALFM_CR06860CA,5.7869415,22.8242548,4.0754801,16.5697007,232.2019782,86.1538322,191.9026887,72.4491456,117.7371732,127.2081887,76.9022716,133.0702163
CAALFM_CR06870CA,0.1490937,0.164994,0.0691234,0.0426713,0.2231174,0.0292411,0.0577541,0.0763068,0.0631502,0.0268497,0.0113565,0.0061238
CAALFM_CR07010WA,150.8714678,74.4217347,116.9136475,60.4816845,176.9171555,138.0902502,158.5759489,119.7661958,111.7792394,211.4930292,132.4199031,113.6212242
CAALFM_CR07050CA,86.2733446,66.8719514,91.2466994,81.2148313,36.8952151,80.1046238,74.0884298,49.6023024,44.2794395,57.5721306,77.5361652,31.8383807
CAALFM_CR07090WA,30.8741699,26.3570652,23.3327303,23.706289,26.5740677,36.3035907,28.0783923,34.509871,38.8411051,34.7611485,24.5193957,37.9355651
CAALFM_CR07150WA,284.7987393,71.8576083,260.8725603,42.0265174,339.7728295,281.0513733,226.2821248,395.1029958,146.0951615,278.6013399,119.3841963,181.8845096
CAALFM_CR07200WA,12.9145216,16.0459564,12.0127451,21.2988317,19.7272169,21.2940979,18.3667912,26.3538099,24.0218982,30.4339381,24.710481,27.7967619
CAALFM_CR07270CA,4.5033427,2.9942397,3.309509,3.0478405,19.6411677,3.0148693,14.8605916,5.3135675,26.2951322,10.8015904,19.5879322,16.0760516
CAALFM_CR07290WA,22.5147549,14.4260384,19.9975937,10.6685815,128.3831637,42.3140559,24.3867197,12.4905486,45.3982942,79.6880727,17.4544328,24.6010483
CAALFM_CR07300WA,0.235318,0.1981684,0.276739,0.0811475,0.102087,0.1814556,0.3612833,0.176616,0.0379237,0.2687355,0.4603461,0.1271817
CAALFM_CR07380CA,53.7963848,67.9070884,39.8433691,62.186695,57.5576897,51.0180603,40.9226764,51.267244,43.0691798,53.3428811,34.6535715,47.7646114
CAALFM_CR07400CA,651.3533478,606.156417,744.7257687,573.4974292,826.7469533,522.6925163,903.3553032,567.2266934,386.3261537,657.5353042,571.1270574,697.4279905
CAALFM_CR07420WA,204.0777692,167.3525971,201.0910852,179.474856,458.2125101,44.8079507,511.2295255,69.5267507,255.5234651,188.8711265,350.0167629,308.6660235
CAALFM_CR07490CA,142.6245197,43.8926553,138.0179867,21.3982364,163.7406962,155.5815318,112.5377402,201.464138,69.6336541,148.1253302,64.4923516,84.589697
CAALFM_CR07620WA,67.6144037,66.4466272,46.3411357,59.0683944,634.154857,93.9689977,566.5962784,94.8276963,350.1641001,183.7282697,384.7431801,341.1283527
CAALFM_CR07710WA,231.5162341,273.5189765,215.5790907,282.3266223,118.2679758,226.405464,114.4267815,184.9403126,93.8120117,110.371661,109.8625935,85.1088324
CAALFM_CR07730WA,9.4387008,9.6888766,9.193574,11.1301162,31.2884483,20.5028364,32.7631248,24.5810408,39.8619308,67.8916386,42.003672,59.2383286
CAALFM_CR07770CA,43.591818,25.6305711,34.8804027,28.8119258,53.2573299,41.6972921,51.1504458,42.7582217,29.8223849,88.6227799,35.379482,49.3176893
CAALFM_CR07790CA,59.5782753,3.9919932,36.2474811,4.4430706,68.7619039,1.6767754,46.1691174,4.6467512,65.3155614,3.3527859,34.3859733,35.3260436
CAALFM_CR07810WA,116.8275233,95.8266138,57.5329577,96.9874979,161.9202309,52.8778167,67.167918,52.5428248,336.6972822,56.9437956,105.011956,106.2556147
CAALFM_CR08160WA,52.6395881,39.2127385,71.5522003,34.435124,91.2053313,23.6857777,120.7342928,28.0823655,78.3886703,69.6507976,107.0667003,66.9797522
CAALFM_CR08200CA,23.5545928,21.042907,23.6257672,21.1529595,20.4572454,25.0212694,28.9875897,28.4351769,27.8750648,30.3309939,28.7156433,27.4034143
CAALFM_CR08210CA,207.1145673,202.4053718,295.4434626,188.2789642,315.0448096,25.7471033,496.7395616,39.7854162,169.548884,278.2764669,298.3719816,100.6466797
CAALFM_CR08300CA,48.943285,49.3275626,53.9368721,47.2768166,27.8844318,54.4016616,38.9366367,63.0085033,27.4079042,56.9955961,33.0176871,50.4924317
CAALFM_CR08340WA,341.1446189,351.8622871,370.5472197,379.9963814,370.6706172,203.0458306,524.0502042,252.6623519,1080.7304973,341.5042304,1475.6002429,607.1022864
CAALFM_CR08370WA,40.6506235,56.2826478,40.3604659,45.9582048,55.3426019,71.3935662,53.6593096,75.1025662,56.3906359,67.524583,53.8438711,57.4206117
CAALFM_CR08380CA,0.0662574,0.063547,0.2495877,0.2218691,0.1473138,0.1351455,0.1668287,0.0367367,0.3830734,0.1551165,0.2624353,0.0265339
CAALFM_CR08550WA,129.0982251,90.7266742,127.858656,83.9914575,270.5155861,89.3461749,261.4855117,83.8280747,154.9858593,206.6470868,203.327399,175.9825325
CAALFM_CR08610WA,382.3012574,246.8434065,345.800525,205.332621,247.2588172,178.2020112,186.0183958,155.8403468,105.3168461,171.8385117,83.9264219,93.52431
CAALFM_CR08640CA,113.9988774,175.3625383,118.9791659,164.3205866,78.6735912,116.8244666,74.4735806,108.040173,98.256013,90.3617108,93.8882786,86.306594
CAALFM_CR08860WA,24.2531255,10.639534,16.5965575,6.2436557,132.6935127,19.616411,137.709753,24.3101719,119.0739487,68.4671378,121.3908717,89.3037897
CAALFM_CR09020CA,55.9890769,78.4185885,45.4433009,79.4309701,40.3803885,55.1845486,36.5337054,48.6374315,36.8874045,68.5467915,33.4471292,52.6960136
CAALFM_CR09100CA,8.6662727,18.0658314,5.8972257,12.2736238,60.2480323,51.6928602,36.7117152,49.1355398,76.2654021,95.9711781,55.1159908,83.8440423
CAALFM_CR09110CA,53.2879756,91.0959435,31.15852,83.948852,89.8119195,87.9064722,54.8364214,82.3877206,123.0469986,81.8113589,68.7513605,105.2205573
CAALFM_CR09160CA,558.4897951,571.7942553,427.3793152,519.0526173,146.8493954,376.6398986,110.679417,334.8893541,154.6523704,246.8866648,135.7032359,181.2251721
CAALFM_CR09220CA,1.6259303,2.1308823,1.3543007,2.2620004,5.2092283,4.4802539,2.1486684,4.5495163,4.4263698,9.5989985,1.9400189,5.2225282
CAALFM_CR09360WA,8.0663492,15.7738751,6.9625807,15.8507303,22.5969616,37.7991414,23.1985974,37.9531031,29.8497705,77.4783958,29.6617758,54.4122482
CAALFM_CR09390CA,0.114043,0.12305,0.7840079,0.1060788,0.0713133,0.0290767,1.4716314,0.0671836,0,0.0584037,0.8187187,0.1217878
CAALFM_CR09420CA,15.2405544,11.7276809,10.6809863,12.1322201,18.518659,14.4587125,13.1631844,12.2085623,15.8079632,20.9516166,11.3185348,16.8433101
CAALFM_CR09670CA,39.6166047,55.3968366,21.2888846,49.2550695,44.4696611,66.2360381,25.8423703,67.2915175,24.632476,47.5227121,16.7156504,35.7316429
CAALFM_CR09690CA,203.2909019,181.517153,118.4954618,200.310368,293.6345,225.0248004,176.1250767,203.0274533,231.2325372,260.2363144,167.4696892,288.3278574
CAALFM_CR09700WA,2.89101,3.401104,2.2250624,2.3524939,4.9248586,4.5074513,3.1028428,4.4541937,2.9432456,5.4656898,2.1624808,4.2006728
CAALFM_CR09830WA,10.3054132,10.7727938,7.1603789,9.766932,5.8416705,20.7155953,3.7873635,15.6282496,9.7659411,9.672554,4.5267107,6.7314983
CAALFM_CR09910WA,8.7415648,11.354191,7.1678855,11.5985487,20.3726253,15.5509662,16.9297575,19.8775398,33.1555329,19.067337,19.3479671,26.232703
CAALFM_CR09920WA,131.5036674,115.1309104,96.8848183,109.9726694,632.3732169,61.9770284,621.6217562,89.8543755,1054.5529272,574.2853534,811.1560603,817.4259544
CAALFM_CR10100CA,201.1569997,1039.8044487,157.466631,829.287493,8.7313056,30.7318878,9.4945071,21.9403098,16.2211119,4.0914687,55.0762065,7.6080756
CAALFM_CR10160WA,392.0299107,295.7735542,258.5763012,293.5326241,417.5196364,263.0407159,272.0780955,229.7790651,389.2885296,343.8994909,300.4289404,353.9090213
CAALFM_CR10250CA,188.3819312,236.454097,217.0036977,208.0326998,244.3169733,438.2015183,262.6433359,476.8352825,151.1288904,305.1954868,185.2384689,258.195453
CAALFM_CR10570CA,17.8369175,12.0398064,24.680866,13.6097019,8.5590029,11.6450702,13.120071,9.7940907,6.3084008,11.2744037,10.9801068,10.9531492
CAALFM_CR10580WA,71.9842312,73.9779011,86.2698408,68.0502414,73.1852342,72.3536789,80.6924307,71.4607311,61.847007,66.8692235,79.5921176,65.1145394
CAALFM_CR10600CA,218.3665733,226.0358581,261.8506503,196.6253596,208.2844659,191.5739168,208.2152829,181.6731617,134.4062053,246.7981511,142.8562279,173.2610518
CAALFM_CR10790WA,31.2344043,45.1006751,49.7897929,34.9755352,2274.7077784,97.0795974,3504.1256064,413.7723913,602.8339563,2456.4404249,942.7300076,1970.530335
CAALFM_CR10840CA,261.2534624,82.2180592,360.8438389,67.2664373,1828.8090345,602.8541852,2359.1797835,952.916226,1232.9425433,1721.5302483,1677.4549141,1514.7579128
CAALFM_C400430WA,0,0,0,0,0,0,0,0,0,0,0,0
CAALFM_CR10770WA,0,0,0,0,0,0,0,0,0,0,0,0
CAALFM_C604490WA,0,0,0,0,0,0,0,0,0,0,0,0
CAALFM_C602480WA,0,0,0,0,0,0,0,0,0,0,0,0
CAALFM_C703300CA,0,0,0,0,0,0,0,0,0,0,0,0
